PLZ;ORT;Kanton;Latitude;Longitude
4500;Solothurn;SO;47.20837282;7.530110892
4501;Solothurn;SO;47.20837282;7.530110892
1304;Senarclens;VD;46.59917881;6.484664715
4502;Solothurn;SO;47.20837282;7.530110892
4503;Solothurn;SO;47.20837282;7.530110892
4515;Weissenstein;SO;47.237892;7.471323
4525;Balm b. Günsberg;SO;47.260392;7.543842
1121;Bremblens;VD;46.543998;6.518788
4523;Niederwil SO;SO;47.249268;7.056852
4535;Hubersdorf;SO;47.244383;7.588875
4539;Rumisberg;BE;47.267862;7.610398
4557;Horriwil;SO;47.180387;7.624709
4558;Hersiwil;SO;47.154839;7.637743
4512;Bellach;SO;47.2105447;7.495781999
4513;Langendorf;SO;47.22169561;7.515532114
4514;Lommiswil;SO;47.22842758;7.467874864
1122;Romanel-sur-Morges;VD;46.55617;6.508911
4522;Rüttenen;SO;47.24058906;7.533416193
4524;Günsberg;SO;47.26300777;7.574271251
4528;Zuchwil;SO;47.20575982;7.563644082
4532;Feldbrunnen-St.Niklaus;SO;47.214489;7.555903643
4533;Riedholz;SO;47.23191827;7.570031419
4534;Flumenthal;SO;47.23425166;7.602219548
4536;Attiswil;BE;47.25326291;7.610746423
4537;Wiedlisbach;BE;47.24568401;7.651681489
4538;Oberbipp;BE;47.25406127;7.677555369
4552;Derendingen;SO;47.19184943;7.589909257
1123;Aclens;VD;46.56825925;6.510843005
4553;Subingen;SO;47.20006594;7.623902554
4554;Etziken;SO;47.18784976;7.645775648
3375;Inkwil;BE;47.199536;7.664476
4562;Biberist;SO;47.18503405;7.547802393
4563;Gerlafingen;SO;47.17056289;7.572042058
4564;Obergerlafingen;SO;47.16173337;7.584099888
4565;Recherswil;SO;47.15988399;7.601581274
1124;Gollion;VD;46.585151;6.511818
4566;Kriegstetten;SO;47.17489637;7.595071362
4581;Küttigkofen;SO;47.150716;7.512753
4586;Kyburg-Buchegg;SO;47.142041;7.510683
4582;Brügglen;SO;47.135794;7.494592
4583;Mühledorf SO;SO;47.12324;7.462918
4579;Gossliwil;SO;47.136245;7.431983
4578;Bibern SO;SO;47.146907;7.452348
4571;Lüterkofen-Ichertswil;SO;47.159507;7.501963
4576;Tscheppach;SO;47.145911;7.481452
4577;Hessigkofen;SO;47.141927;7.45996
4584;Lüterswil-Gächliwil;SO;47.119934;7.440955
4585;Biezwil;SO;47.110723;7.418802
4587;Aetingen;SO;47.126791;7.498148
4588;Unterramsern;SO;47.108465;7.46164
4574;Nennigkofen;SO;47.18261016;7.489141689
4600;Olten;SO;47.34483361;7.900143056
1134;Vufflens-le-Château;VD;46.513821;6.473592
4601;Olten;SO;47.352119;7.904029
4603;Olten;SO;47.34483361;7.900143056
4612;Wangen b. Olten;SO;47.341769;7.870865
4613;Rickenbach SO;SO;47.342294;7.842657
1135;Denens;VD;46.515855;6.452254
4614;Hägendorf;SO;47.34542582;7.824530691
4616;Kappel SO;SO;47.320832;7.85304
4617;Gunzgen;SO;47.31283831;7.835256843
4618;Boningen;SO;47.303679;7.853101
4622;Egerkingen;SO;47.32599845;7.796370263
4623;Neuendorf;SO;47.29724696;7.800829836
4624;Härkingen;SO;47.30460113;7.821389782
4625;Oberbuchsiten;SO;47.31219128;7.759867619
4626;Niederbuchsiten;SO;47.289866;7.769017
4632;Trimbach;SO;47.36972729;7.8895303
1136;Bussy-Chardonney;VD;46.528814;6.440662
4652;Winznau;SO;47.36982739;7.924736082
4653;Obergösgen;SO;47.36414135;7.954139667
4654;Lostorf;SO;47.38852028;7.934748964
4655;Stüsslingen;SO;47.393915;7.968304
4656;Starrkirch-Wil;SO;47.34304972;7.927110166
4657;Dulliken;SO;47.34475704;7.946261978
4658;Däniken;SO;47.355475;7.97978
1169;Yens;VD;46.524228;6.409048
4663;Aarburg;AG;47.32417105;7.907357681
4665;Oftringen;AG;47.31337983;7.938951629
4615;Allerheiligenberg;SO;47.352307;7.814686
4633;Hauenstein-Ifenthal;SO;47.362931;7.74835974
1168;Villars-sous-Yens;VD;46.506377;6.426473
4634;Wisen SO;SO;47.394426;7.873898
4702;Oensingen;SO;47.28794957;7.722680155
4703;Kestenholz;SO;47.27633898;7.753319322
4704;Niederbipp;BE;47.26620059;7.703813057
3380;Wangen an der Aare;BE;47.23110639;7.650196669
3377;Walliswil b. Wangen;BE;47.223522;7.683358
4543;Deitingen;SO;47.21797057;7.62069114
1144;Ballens;VD;46.553149;6.377318
4542;Luterbach;SO;47.21595937;7.586783526
4710;Balsthal;SO;47.31444624;7.700378705
4714;Aedermannsdorf;SO;47.309634;7.592962
4715;Herbetswil;SO;47.293577;7.572722
4719;Ramiswil;SO;47.351663;7.642716783
4712;Laupersdorf;SO;47.31424256;7.655450314
1149;Berolle;VD;46.56536;6.326259
4713;Matzendorf;SO;47.3048393;7.626994828
4716;Welschenrohr;SO;47.27607355;7.520595214
4717;Mümliswil-Ramiswil;SO;47.351926;7.69902912
4718;Holderbank SO;SO;47.331459;7.751357
4800;Zofingen;AG;47.288833;7.963335806
4801;Zofingen;AG;47.288621;7.94631
4802;Strengelbach;AG;47.28179692;7.922699624
4803;Vordemwald;AG;47.27002933;7.89234284
4805;Brittnau;AG;47.25470257;7.927486442
1146;Mollens VD;VD;46.577414;6.338158
4806;Wikon;LU;47.26769481;7.979037748
4812;Mühlethal;AG;47.303173;7.984882
4813;Uerkheim;AG;47.30363756;8.008985116
4814;Bottenwil;AG;47.284175;8.002902
4852;Rothrist;AG;47.29834481;7.885365674
4853;Murgenthal;AG;47.25798188;7.855140377
4629;Fulenbach;SO;47.28079905;7.832770075
4628;Wolfwil;SO;47.27012738;7.798212971
4856;Glashütten;AG;47.258647;7.84517
1147;Montricher;VD;46.602411;6.369704
4900;Langenthal;BE;47.21583762;7.794558515
4901;Langenthal;BE;47.21206;7.789998
4902;Langenthal;BE;47.21583762;7.794558515
4911;Schwarzhäusern;BE;47.255555;7.766726
4912;Aarwangen;BE;47.23529519;7.763455953
1142;Pampigny;VD;46.58623948;6.421975291
4913;Bannwil;BE;47.238312;7.726483
4914;Roggwil BE;BE;47.235571;7.817182
4915;St. Urban;LU;47.227325;7.839125
4916;Untersteckholz;BE;46.875973;7.278834
4917;Melchnau;BE;47.17711476;7.856183617
4955;Gondiswil;BE;47.142664;7.869465
4919;Reisiswil;BE;47.159524;7.839466
4922;Bützberg;BE;47.205002;7.734421
1141;Sévery;VD;46.568625;6.440116
4923;Wynau;BE;47.25613607;7.805384471
4924;Obersteckholz;BE;47.20048;7.824017
4932;Lotzwil;BE;47.19021005;7.792078091
4933;Rütschelen;BE;47.170376;7.770555
4934;Madiswil;BE;47.16194243;7.811013687
4935;Leimiswil;BE;47.145162;7.764874
4936;Kleindietwil;BE;47.140837;7.791827
4937;Ursenbach;BE;47.12934301;7.764155037
1143;Apples;VD;46.55498269;6.416560235
4938;Rohrbach;BE;47.13190018;7.810751548
4942;Walterswil BE;BE;47.102269;7.762373
4943;Oeschenbach;BE;47.109621;7.745695
4944;Auswil;BE;47.132304;7.83405
4950;Huttwil;BE;47.10776251;7.846432655
4952;Eriswil;BE;47.07175062;7.857705185
4953;Schwarzenbach BE;BE;47.107239;7.8283
4954;Wyssachen;BE;47.07401812;7.821409183
1145;Bière;VD;46.54782406;6.317485324
5000;Aarau;AG;47.38875067;8.048299599
5001;Aarau;AG;47.391815;8.04999
1148;L'Isle;VD;46.62443778;6.393140816
5004;Aarau;AG;47.38875067;8.048299599
5012;Schönenwerd;SO;47.37314528;8.009535055
5013;Niedergösgen;SO;47.37344871;7.983956508
5014;Gretzenbach;SO;47.347761;7.996405
5015;Erlinsbach SO;SO;47.405869;7.993739068
1162;Saint-Prex;VD;46.485439;6.447188
5017;Barmelweid;AG;47.42159;7.972965
5022;Rombach;AG;47.40771;8.049745
5023;Biberstein;AG;47.417602;8.082315
5024;Küttigen;AG;47.42028042;8.044091303
5025;Asp;AG;47.442139;8.0538
5026;Densbüren;AG;47.45115;8.054979
5027;Herznach;AG;47.466292;8.043119
5028;Ueken;AG;47.48534864;8.043472935
5032;Rohr AG;AG;47.405464;8.082255
1163;Etoy;VD;46.48423685;6.421743553
5033;Buchs AG;AG;47.392417;8.064227
5034;Suhr;AG;47.37484082;8.083878703
5035;Unterentfelden;AG;47.36835324;8.042742104
5036;Oberentfelden;AG;47.35422136;8.041283723
5037;Muhen;AG;47.33296077;8.062781007
1164;Buchillon;VD;46.465948;6.412819
5040;Schöftland;AG;47.30533988;8.055738268
5042;Hirschthal;AG;47.31756475;8.067216335
5043;Holziken;AG;47.319475;8.034354333
5044;Schlossrued;AG;47.290618;8.087858
5046;Schmiedrued;AG;47.264278;8.107676
5053;Staffelbach;AG;47.28307765;8.038718222
5054;Kirchleerau-Moosle;AG;47.266467;8.064149
1165;Allaman;VD;46.469439;6.393875
5056;Attelwil;AG;47.25785;8.037848
5057;Reitnau;AG;47.25150413;8.035574639
5102;Rupperswil;AG;47.40377834;8.131703243
5103;Wildegg;AG;47.368434;8.165507927
5105;Auenstein;AG;47.418092;8.126777
5106;Veltheim AG;AG;47.430628;8.129397
5107;Schinznach-Dorf;AG;47.450352;8.130330258
1166;Perroy;VD;46.47019063;6.359026054
5108;Oberflachs;AG;47.435413;8.120325
5112;Thalheim AG;AG;47.437401;8.090244
5113;Holderbank AG;AG;47.430826;8.14388
5116;Schinznach-Bad;AG;47.425809;8.164999936
5245;Habsburg;AG;47.461516;8.185533
5246;Scherz;AG;47.446326;8.183993
5200;Brugg;AG;47.484179;8.206764
5210;Windisch;AG;47.47590396;8.222125938
1170;Aubonne;VD;46.49057858;6.385121202
5201;Brugg AG;AG;47.483799;8.20725
5212;Hausen AG;AG;47.459932;8.16511
5213;Villnachern;AG;47.47253178;8.162601749
5222;Umiken;AG;47.477264;8.187223
5223;Riniken;AG;47.49399154;8.18678605
5224;Unterbözberg;AG;47.465134;8.122303
5225;Oberbözberg;AG;47.499354;8.153792
5233;Stilli;AG;47.516216;8.194453993
5234;Villigen;AG;47.5295648;8.207279719
5235;Rüfenach;AG;47.503502;8.210087
5236;Remigen;AG;47.514841;8.176164
5237;Mönthal;AG;47.515083;8.134084
5242;Birr-Lupfig;AG;47.433034;8.211387
5243;Mülligen;AG;47.45017;8.237811
5244;Birrhard;AG;47.433918;8.241428
5078;Effingen;AG;47.492522;8.112964
5076;Bözen;AG;47.4965243;8.085846337
5077;Elfingen;AG;47.50759;8.097007
5079;Zeihen;AG;47.46958;8.089244
5075;Hornussen;AG;47.50127;8.063723
5070;Frick;AG;47.50969225;8.014176295
5072;Oeschgen;AG;47.516291;8.016105
5073;Gipf-Oberfrick;AG;47.49290691;7.996249102
5064;Wittnau;AG;47.477699;7.973801
5063;Wölflinswil;AG;47.46249515;8.000449213
5062;Oberhof;AG;47.439972;8.000675
5074;Eiken;AG;47.53711054;7.989215374
5300;Turgi;AG;47.48778216;8.25899576
5301;Siggenthal Station;AG;23.24585;108.209892
5303;Würenlingen;AG;47.53213;8.249260621
5304;Endingen;AG;47.53070369;8.290132361
1172;Bougy-Villars;VD;46.483594;6.348935
5305;Unterendingen;AG;47.54564;8.287957
5306;Tegerfelden;AG;47.562604;8.284845
5312;Döttingen;AG;47.56000372;8.253039396
5313;Klingnau;AG;47.58864871;8.250678629
5314;Kleindöttingen;AG;47.570997;8.247115
5315;Böttstein;AG;47.555672;8.225764
5316;Leuggern;AG;47.58002651;8.207978997
5317;Hettenschwil;AG;47.576704;8.198804
1173;Féchy;VD;46.47881227;6.372688143
5318;Mandach;AG;47.550629;8.18329
5322;Koblenz;AG;47.6043659;8.244870788
5400;Baden;AG;47.46512856;8.289657545
5408;Ennetbaden;AG;47.480363;8.322162
5401;Baden;AG;47.47433;8.306445
1174;Montherod;VD;46.491894;6.345857
5402;Baden;AG;47.46512856;8.289657545
5404;Baden;AG;47.47433;8.306445
5405;Baden;AG;47.46512856;8.289657545
5406;Baden;AG;47.46512856;8.289657545
5412;Gebenstorf;AG;47.48046904;8.247576934
5413;Birmenstorf AG;AG;47.456019;8.2404
5415;Nussbaumen AG;AG;47.4867;8.293214
5416;Kirchdorf AG;AG;47.498691;8.282601
1175;Lavigny;VD;46.499284;6.403955
5417;Untersiggenthal;AG;47.50672424;8.256476261
5420;Ehrendingen;AG;47.49435811;8.346856572
5423;Freienwil;AG;47.500853;8.317444
5425;Schneisingen;AG;47.52495653;8.361766692
5426;Lengnau AG;AG;47.525018;8.288422
5430;Wettingen;AG;47.46678817;8.341301535
1176;Saint-Livres;VD;46.516695;6.381852
5431;Wettingen Sonderd;AG;47.473518;8.3076
5432;Neuenhof;AG;47.44406642;8.325173657
5442;Fislisbach;AG;47.43751579;8.290790703
5443;Niederrohrdorf;AG;47.42011336;8.301405263
5444;Künten;AG;47.38597651;8.325406887
5445;Eggenwil;AG;47.370185;8.337094
5452;Oberrohrdorf;AG;47.42514095;8.320548512
5453;Remetschwil;AG;47.403811;8.321078
5454;Bellikon;AG;47.39159144;8.3494253
5502;Hunzenschwil;AG;47.38415985;8.122864024
5503;Schafisheim;AG;47.3737179;8.139241525
5504;Othmarsingen;AG;47.4015961;8.214691876
5505;Brunegg;AG;47.419239;8.21607
5506;Mägenwil;AG;47.41220619;8.233757694
5507;Mellingen;AG;47.4211587;8.274184741
5512;Wohlenschwil;AG;47.41674295;8.253930607
5522;Tägerig;AG;47.39998411;8.279295921
1180;Rolle;VD;46.45757408;6.33155552
5524;Nesselnbach;AG;47.377928;8.288029
5525;Fischbach-Göslikon;AG;47.368998;8.306164
5600;Lenzburg;AG;47.385567;8.180536633
5603;Staufen;AG;47.37868954;8.16009886
5604;Hendschiken;AG;47.384488;8.216108
5605;Dottikon;AG;47.38060086;8.242567297
5606;Dintikon;AG;47.36162908;8.221878084
5607;Hägglingen;AG;47.39003387;8.258288136
5608;Stetten AG;AG;47.401022;8.304382
5610;Wohlen AG;AG;47.350491;8.278694
5611;Anglikon;AG;47.36376;8.26404
5619;Büttikon;AG;47.314574;8.273555
5612;Villmergen;AG;47.35102739;8.241073436
5613;Hilfikon;AG;47.330412;8.244584
5614;Sarmenstorf;AG;47.31135036;8.252722259
5615;Fahrwangen;AG;47.28972192;8.243109809
5616;Meisterschwanden;AG;47.29694447;8.227536339
5617;Tennwil;AG;47.306311;8.221877
5618;Bettwil;AG;47.28805776;8.274749199
5620;Bremgarten AG;AG;47.357624;8.329926
5621;Zufikon;AG;47.344121;8.355828
1182;Gilly;VD;46.457345;6.300124
5622;Waltenschwil;AG;47.33409616;8.298948244
5623;Boswil;AG;47.29760284;8.308632727
5624;Bünzen;AG;47.32005634;8.322586658
5625;Kallern;AG;47.309045;8.289836
5626;Hermetschwil-Staffeln;AG;47.329823;8.339255
5627;Besenbüren;AG;47.308417;8.342063
5628;Aristau;AG;47.286906;8.364863
5630;Muri AG;AG;47.270836;8.331523
5632;Buttwil;AG;47.267594;8.311205
1183;Bursins;VD;46.45203122;6.286230864
5634;Merenschwand;AG;47.26274773;8.383945774
5636;Benzenschwil;AG;47.245797;8.35749
5637;Beinwil (Freiamt);AG;47.225732;8.331399
5642;Mühlau;AG;47.233177;8.388037
5643;Sins;AG;47.18607882;8.373139655
5644;Auw;AG;47.21480568;8.362525089
5645;Aettenschwil;AG;47.183296;8.363940542
1184;Vinzel;VD;46.439446;6.269118
5646;Abtwil;AG;47.169938;8.351345
5647;Oberrüti;AG;47.16682;8.397739
5702;Niederlenz;AG;47.40356723;8.170348464
5703;Seon;AG;47.34820398;8.157619315
5704;Egliswil;AG;47.351559;8.189607
5705;Hallwil;AG;47.326409;8.178663
5706;Boniswil;AG;47.3120405;8.190778244
5707;Seengen;AG;47.32926337;8.208857535
5708;Birrwil;AG;47.290524;8.196255
5712;Beinwil am See;AG;47.26508155;8.2052591
5722;Gränichen;AG;47.35154052;8.10677128
5723;Teufenthal AG;AG;47.323587;8.096723
5724;Dürrenäsch;AG;47.323379;8.154393
5725;Leutwil;AG;47.305936;8.170736
5726;Unterkulm;AG;47.31887227;8.103555679
5727;Oberkulm;AG;47.29839452;8.126003247
5728;Gontenschwil;AG;47.26750466;8.141171931
1185;Mont-sur-Rolle;VD;46.47536143;6.336313012
5732;Zetzwil;AG;47.288271;8.16201748
5733;Leimbach AG;AG;47.295491;8.188505
5734;Reinach AG;AG;47.260831;8.161962
5735;Pfeffikon;LU;47.243827;8.164853
5736;Burg AG;AG;47.232669;8.166391
5737;Menziken;AG;47.23602433;8.186587788
1186;Essertines-sur-Rolle;VD;46.484656;6.315795
5742;Kölliken;AG;47.33356574;8.021016648
5745;Safenwil;AG;47.31967394;7.986948051
5746;Walterswil SO;SO;47.328668;7.94371
1187;Saint-Oyens;VD;46.494458;6.299171
6000;Luzern;LU;47.04713582;8.325215362
1189;Saubraz;VD;46.515617;6.324991
1188;Gimel;VD;46.52668052;6.289369752
6002;Luzern Swisscom;LU;47.049541;8.30437
6003;Luzern;LU;47.04713582;8.325215362
6004;Luzern;LU;47.04713582;8.325215362
6005;Luzern;LU;47.04713582;8.325215362
1195;Dully-Bursinel;VD;46.431822;6.289946
6006;Luzern;LU;47.049545;8.304375
6010;Kriens;LU;47.02074957;8.258949547
6012;Obernau;LU;47.033384;8.255031
6013;Eigenthal;LU;47.017207;8.219494187
6014;Littau;LU;47.06066176;8.251503188
6015;Reussbühl;LU;47.065028;8.281367
6016;Hellbühl;LU;47.06646;8.202440495
6017;Ruswil;LU;47.0774783;8.135911811
6019;Sigigen;LU;47.064206;8.133496
6018;Buttisholz;LU;47.11423745;8.092298571
1196;Gland;VD;46.41975045;6.272911593
6020;Emmenbrücke;LU;47.041863;8.16457
6022;Grosswangen;LU;47.13347775;8.054898803
6023;Rothenburg;LU;47.10470743;8.263582002
6024;Hildisrieden;LU;47.14737085;8.231841167
6025;Neudorf;LU;47.17562744;8.210307198
1197;Prangins;VD;46.40070928;6.255107596
6026;Rain;LU;47.13162483;8.263140093
6027;Römerswil;LU;47.170303;8.253885
6028;Herlisberg;LU;47.197852;8.230507
6030;Ebikon;LU;47.07824747;8.331551076
6032;Emmen;LU;47.0865605;8.286260472
6033;Buchrain;LU;47.10174111;8.34796428
6034;Inwil;LU;47.12877057;8.368473876
6035;Perlen;LU;47.123109;8.37065667
6036;Dierikon;LU;47.09417544;8.3726949
6037;Root;LU;47.11129001;8.388556892
6038;Gisikon;LU;47.1239;8.402839
6042;Dietwil;AG;47.147907;8.395151
6043;Adligenswil;LU;47.0723234;8.368468818
6044;Udligenswil;LU;47.09101127;8.399697544
6045;Meggen;LU;47.05142281;8.372252849
6047;Kastanienbaum;LU;47.021619;8.331412418
6048;Horw;LU;47.01339591;8.310767576
6052;Hergiswil NW;NW;46.979422;8.257239
6053;Alpnachstad;OW;46.972378;8.284454695
6055;Alpnach;OW;46.93876;8.270385
6056;Kägiswil;OW;46.92166;8.26272
6060;Sarnen;OW;46.89844764;8.176482869
6068;Melchsee-Frutt;OW;46.773405;8.270147
6062;Wilen (Sarnen);OW;46.88066;8.224043
6063;Stalden (Sarnen);OW;46.886616;8.211209
6064;Kerns;OW;46.83984836;8.301374694
6066;St. Niklausen OW;OW;46.87474;8.281238
6067;Melchtal;OW;46.860868;8.279129226
6072;Sachseln;OW;46.83407043;8.24628669
6073;Flüeli-Ranft;OW;46.872876;8.269222
6074;Giswil;OW;46.83585279;8.118860648
6078;Bürglen OW;OW;46.792809;8.167077
6083;Hasliberg Hohfluh;BE;46.750395;8.175425
6084;Hasliberg;BE;46.746919;8.196211
6085;Hasliberg Goldern;BE;46.73958;8.198599
6086;Hasliberg Reuti;BE;46.732661;8.209552
6102;Malters;LU;47.04282767;8.190168234
6103;Schwarzenberg;LU;46.99973;8.182446
6105;Schachen LU;LU;47.03598;8.14518
1200;Genève;GE;46.20577413;6.14139354
6106;Werthenstein;LU;47.037715;8.10664
6110;Wolhusen;LU;47.05319473;8.056687078
6114;Steinhuserberg;LU;47.042049;8.0476
6112;Doppleschwand;LU;47.012996;8.050845
6113;Romoos;LU;47.000749;7.99756
6122;Menznau;LU;47.06737453;8.030453316
6123;Geiss;LU;47.090733;8.056316
6125;Menzberg;LU;47.036931;7.997141
6126;Daiwil;LU;47.09674;8.013274
6130;Willisau Stadt;LU;47.10194697;7.986122571
6132;Rohrmatt;LU;47.08295;7.98589
6133;Hergiswil b. Willisau;LU;47.06047;7.955306
6142;Gettnau;LU;47.13858481;7.96672315
6143;Ohmstal;LU;47.164099;7.952664
6144;Zell LU;LU;47.135116;7.919624
6145;Fischbach;LU;47.151788;7.905574
6146;Grossdietwil;LU;47.174836;7.89551
6147;Altbüron;LU;47.18971931;7.88425623
6152;Hüswil;LU;47.127547;7.906764
6153;Ufhusen;LU;47.116003;7.894168
6154;Hofstatt;LU;47.084495;7.914875
6156;Luthern;LU;47.05143457;7.907848718
6160;Entlebuch AVAG;LU;46.992149;8.06498
6162;Entlebuch;LU;46.97618588;8.107875516
6163;Ebnet;LU;47.023277;8.078457
6166;Hasle LU;LU;46.9495;8.073118
6167;Bramboden;LU;46.981365;7.989592
6170;Schüpfheim;LU;46.94706788;8.011499602
6173;Flühli;LU;46.849001;8.009836
6174;Sörenberg;LU;46.835401;8.010010042
6182;Escholzmatt;LU;46.91228373;7.940253658
6192;Wiggen;LU;46.562582;8.701810567
6196;Marbach LU;LU;46.880916;7.903986924
6197;Schangnau;BE;46.81116656;7.88341588
6203;Sempach Station;LU;47.11565;8.19442
6204;Sempach;LU;47.13947822;8.199093211
6205;Eich;LU;47.15990657;8.171343791
6206;Neuenkirch;LU;47.1034357;8.202902727
6207;Nottwil;LU;47.12788123;8.135527192
6208;Oberkirch;LU;47.154458;8.103327
6210;Sursee;LU;47.17767469;8.10426232
6211;Buchs LU;LU;47.201908;8.03691
6212;St. Erhard;LU;47.182899;8.07445
6213;Knutwil;LU;47.199397;8.070364
6214;Schenkon;LU;47.18099051;8.133752616
6215;Beromünster;LU;47.22038772;8.204867371
6216;Mauensee;LU;47.171292;8.063326
6217;Kottwil;LU;47.161734;8.044743
6218;Ettiswil;LU;47.15574753;8.029585091
6221;Rickenbach LU;LU;47.226961;8.146059
6222;Gunzwil;LU;47.1989738;8.178188848
6231;Schlierbach;LU;47.225811;8.118774
6232;Geuensee;LU;47.20181785;8.116534979
6233;Büron;LU;47.21355385;8.095230933
6234;Triengen;LU;47.23858104;8.080297157
6236;Wilihof;LU;47.225463;8.06467
6235;Winikon;LU;47.233223;8.045355
6242;Wauwil;LU;47.184353;8.026173
6243;Egolzwil;LU;47.177933;8.002326
6244;Nebikon;LU;47.19147592;7.980178453
6245;Ebersecken;LU;47.178769;7.935271
6246;Altishofen;LU;47.20094534;7.959210071
6247;Schötz;LU;47.16821732;7.987263166
6248;Alberswil;LU;47.147484;7.995759
6252;Dagmersellen;LU;47.21318039;8.010036102
6253;Uffikon;LU;47.217354;8.016272648
6260;Reiden;LU;47.23260122;7.962543594
6262;Langnau b. Reiden;LU;47.23096;7.96137
6263;Richenthal;LU;47.214777;7.92887094
6264;Pfaffnau;LU;47.22468797;7.885116541
6265;Roggliswil;LU;47.212478;7.874897
6274;Eschenbach LU;LU;47.125434;8.305217
6275;Ballwil;LU;47.14651489;8.337252957
6276;Hohenrain;LU;47.182179;8.316478
6277;Kleinwangen;LU;47.19474;8.293925
6280;Hochdorf;LU;47.16280835;8.291980088
6283;Baldegg;LU;47.18284;8.280701
6284;Gelfingen;LU;47.20982962;8.275648348
6285;Hitzkirch;LU;47.22285851;8.257590194
6289;Müswangen;LU;47.238829;8.291552
6286;Altwis;LU;47.238495;8.251632
6287;Aesch LU;LU;47.256949;8.24087
6288;Schongau;LU;47.267553;8.269489
6294;Ermensee;LU;47.222454;8.234542
6295;Mosen;LU;47.241369;8.226342
6300;Zug;ZG;47.14999395;8.523302136
6330;Cham 2;ZG;47.189063;8.444778
6301;Zug;ZG;47.171507;8.516215
6310;Zug;ZG;47.166191;8.51541
6313;Edlibach;ZG;47.171008;8.601741
6319;Allenwinden;ZG;47.164275;8.556395
6315;Morgarten;ZG;47.099325;8.59607498
6312;Steinhausen;ZG;47.19855353;8.487247453
6314;Unterägeri;ZG;47.12044665;8.577815426
6317;Oberwil b. Zug;ZG;47.149195;8.507437
6318;Walchwil;ZG;47.10847101;8.532647829
6331;Hünenberg;ZG;47.19126893;8.41967414
6332;Hagendorn;ZG;47.203513;8.432271
6340;Baar;ZG;47.19543532;8.537081334
6343;Rotkreuz;ZG;46.721361;8.924796
6344;Meierskappel;LU;47.118131;8.441346
6345;Neuheim;ZG;47.19947017;8.582787295
6353;Weggis;LU;47.03710016;8.442791881
6354;Vitznau;LU;47.01697089;8.491603903
6356;Rigi Kaltbad;LU;47.05327;8.466663311
6362;Stansstad;NW;46.98337139;8.356489999
6363;Obbürgen;NW;47.01862;8.377060371
6365;Kehrsiten;NW;46.977804;8.366925035
6370;Stans;NW;46.9588565;8.363377429
6372;Ennetmoos;NW;46.944006;8.321851
6373;Ennetbürgen;NW;46.99105518;8.411977379
6374;Buochs;NW;46.96494306;8.420086332
6375;Beckenried;NW;46.94219687;8.466780668
6376;Emmetten;NW;46.94553554;8.524219408
6377;Seelisberg;UR;46.964298;8.578728
6382;Büren NW;NW;46.93782;8.39593
6383;Dallenwil;NW;46.91736353;8.365001078
6386;Wolfenschiessen;NW;46.86267727;8.394544433
6387;Oberrickenbach;NW;46.881534;8.416657647
6388;Grafenort;OW;46.864478;8.364044723
6390;Engelberg;OW;46.81970727;8.43413831
6402;Merlischachen;SZ;47.066475;8.40931
6403;Küssnacht SZ;SZ;47.0833;8.43333
6404;Greppen;LU;47.054272;8.438309
6405;Immensee;SZ;47.101916;8.470780656
6410;Goldau;SZ;47.050272;8.551260664
6414;Oberarth;SZ;47.055475;8.53503
6415;Arth;SZ;47.05397912;8.530232492
6416;Steinerberg;SZ;47.061124;8.581931
6417;Sattel;SZ;47.07996466;8.631934618
6418;Rothenthurm;SZ;47.09853218;8.682868758
6422;Steinen;SZ;47.0517312;8.609583704
6423;Seewen SZ;SZ;47.02655;8.63237
6424;Lauerz;SZ;47.028379;8.580765
6430;Schwyz;SZ;47.02343912;8.674745122
6436;Ried (Muotathal);SZ;46.965792;8.813029
6432;Rickenbach SZ;SZ;47.01466;8.66817
6433;Stoos SZ;SZ;46.983261;8.66754
6434;Illgau;SZ;46.993808;8.739257
6438;Ibach;SZ;47.019333;8.651789402
6440;Brunnen;SZ;46.964425;8.585608804
6441;Rütli;UR;46.960846;8.580548329
6442;Gersau;SZ;47.00561441;8.527657306
6443;Morschach;SZ;46.972968;8.646539
6452;Sisikon;UR;46.935121;8.675936
6454;Flüelen;UR;46.91462849;8.646111023
6460;Altdorf UR;UR;46.886774;8.634912
6461;Isenthal;UR;46.906496;8.527364
6462;Seedorf UR;UR;46.879049;8.575295
6463;Bürglen UR;UR;46.902059;8.725177
6464;Spiringen;UR;46.87837707;8.843676387
6465;Unterschächen;UR;46.860436;8.790294
6466;Bauen;UR;46.929532;8.578579
6467;Schattdorf;UR;46.84934202;8.671403124
6469;Haldi b.Schattdorf;UR;46.848518;8.70369
6468;Attinghausen;UR;46.82823654;8.543748326
6472;Erstfeld;UR;46.81236378;8.599465297
6473;Silenen;UR;46.779799;8.714649
6474;Amsteg;UR;46.770879;8.670743
6475;Bristen;UR;46.766387;8.679373082
6476;Intschi;UR;46.768175;8.67665072
6482;Gurtnellen;UR;46.743485;8.629134
6484;Wassen;UR;46.71612;8.537272
6485;Meien;UR;46.726333;8.55156
6487;Göschenen;UR;46.66393083;8.498834122
6490;Andermatt;UR;46.62047114;8.631490104
6491;Realp;UR;46.585308;8.471704
6493;Hospental;UR;46.607466;8.562743
6500;Bellinzona;TI;46.19993203;9.022667507
6501;Bellinzona;TI;46.194461;9.024119
6503;Bellinzona;TI;46.20397;9.01588
